payloads,distances,joules_available,energy_used
4.664,97004,972000,2132390
2.84,84607,1062720,2321918
1.688,48221,1295680,1095923
0.68,91908,226080,1613026
3.464,96990,734720,2333368
1.784,34921,587840,718109
4.136,45918,1321600,1496950
1.448,59106,1042880,1435802
5,94435,164000,2395502
1.544,53912,833280,1166612
1.256,34676,106400,773824
0.728,34781,511840,587351
4.376,97858,1044000,2801319
2.264,98572,92480,2294767
3.176,66673,842880,1573919
2.744,88128,15200,2092891
4.568,88541,1177920,2776378
4.76,94659,902560,2515562
0.536,67646,1061760,1230114
4.04,76655,1430560,2838737
4.568,51280,106880,1352639
3.704,33899,189600,978288
3.8,82402,236640,2219975
4.088,79497,1448160,2144062
3.032,79875,1314560,2022963
0.536,62648,1315200,1148693
0.728,41263,1489920,663639
0.584,61360,302720,934712
1.928,88212,90720,1770319
2.696,93203,594880,2447543
0.248,33878,138880,476533
0.632,82752,1034080,1412075
1.064,82185,1024640,1582707
1.256,90725,1334080,1902335
4.664,50979,303040,1667150
1.832,63341,942400,1316148
3.272,90109,1120960,2533816
0.536,82395,589600,1555289
0.968,47444,707520,911694
0.776,89402,816480,1696687
3.032,68192,360000,1716415
1.448,32646,1499680,747205
2.744,73568,957920,1587182
1.88,77334,249760,1432997
4.952,38855,471840,1381617
3.272,75451,785760,1915884
2.696,94785,929600,2177048
4.04,40087,427680,1213462
1.16,47024,1204960,970219
1.064,57832,123040,1142088
2.12,34340,336800,767223
4.76,51805,1582720,1695399
4.04,79896,579040,2509220
0.296,97424,686400,1614278
0.632,82661,1113920,1584621
2.84,69228,297600,1783640
3.608,49432,668640,1114078
4.76,46268,627040,1432332
1.784,33395,176000,728175
3.848,50601,1072000,1391397
5,56166,306880,1809932
3.56,31680,1554880,976930
3.848,95121,1446400,2521459
2.072,87190,962400,2175903
0.728,96164,13920,1641788
2.888,67667,449760,2102826
1.544,56621,1043680,1038478
2.312,67170,524160,1562275
2.648,99293,1212320,2270431
2.552,42145,83840,912150
3.512,73484,530560,1849478
3.464,58021,1010080,1717240
1.304,53758,949920,991090
3.176,41795,140640,938927
0.344,61703,690880,1078558
1.16,44973,800000,919803
4.04,32968,410880,925971
1.448,50496,1456960,825678
3.272,36559,1113920,1014558
1.64,80085,1120000,1704614
0.584,31806,53280,552877
1.88,92587,951840,2214611
3.992,53926,911680,1551063
1.88,40185,928960,1016430
4.952,82934,1163040,2570211
2.744,45652,869440,1136217
0.92,86154,667680,1439925
4.52,95135,793600,2998830
3.128,97963,1133440,1883789
4.088,51126,687840,1256594
2.264,48655,375840,1228911
1.928,92020,1095840,2326145
4.136,82612,1104000,2399985
0.584,34732,1130880,612907
1.976,66001,747200,1324436
1.736,56908,388480,1186277
1.352,81730,141120,1655813
2.024,64069,117280,1296188
3.32,49208,473120,1201805
4.712,38974,795680,1307114
0.344,55851,353440,908363
4.808,80722,1276320,1906506
1.784,46660,361600,1208223
1.304,57230,332960,1065150
3.56,95828,1124640,2874002
0.536,43958,393600,810103
4.712,66526,1157280,1866075
4.904,93350,1137600,2109848
1.016,30980,443040,494119
0.776,60289,25920,784985
1.64,88793,390240,2038388
1.352,39695,1304000,960246
2.792,71356,793280,1596998
2.744,64426,1236480,1420356
3.032,75990,1251360,1715587
1.16,47759,632640,884398
4.088,51399,297600,1606203
4.664,82766,1415680,2243492
1.544,48578,533920,1040590
3.368,59050,32320,1666560
0.488,31344,1547840,519152
0.488,99006,790400,1491136
1.352,57685,1273600,1038501
2.312,56656,554240,1345044
3.128,52071,1176320,1071537
0.824,69683,1276000,1236531
3.272,88674,1424480,2371156
3.512,52407,1490080,1533606
4.52,67366,438720,1785330
4.088,80358,1056000,2411574
2.216,40269,1545600,951861
3.992,30714,452480,837173
2.024,75654,156160,1655929
1.064,82290,480320,1583062
2.984,68346,492800,1726833
2.264,41256,782720,1068046
4.328,81373,1236640,2310044
4.184,36979,297280,901972
2.408,72469,985120,1727301
0.2,40570,976160,692082
1.976,82206,1572960,1757132
3.32,52533,1313600,1453883
3.224,34767,584640,739213
3.272,31225,726080,779579
2.312,64692,277440,1833980
2.6,68598,1512640,1757940
4.424,79896,1036160,2244213
2.696,84439,486400,2104672
1.208,90739,1222240,1827369
3.848,74856,862080,1787122
2.12,34886,1351680,803633
2.072,92300,1336800,2200547
0.92,87771,563840,1652101
4.952,86280,1393120,2426926
2.84,85279,1349440,2054740
4.568,62732,104800,1891228
3.128,75164,392800,2039702
3.032,66701,703200,1749832
4.232,74506,1559840,2299471
3.032,85132,164960,2246796
1.208,36090,162880,712985
3.128,82619,1562560,2310620
1.448,70131,432160,1627349
3.56,45890,1125760,1173551
1.496,34375,708000,807008
4.904,62704,382240,2016812
3.464,39632,1282240,1136339
4.424,69242,1208160,1716717
4.184,96164,547840,1826914
0.344,61010,95040,918546
3.8,87029,1462720,2368028
4.088,93525,1541760,2759792
4.76,63684,247200,1649746
3.656,95051,654400,2685031
3.176,88870,701760,2146436
3.464,96843,329920,2758363
2.792,34144,1309920,723339
1.832,83676,966720,1940535
4.232,42516,695200,1268968
1.592,85216,400000,1804845
4.856,91005,123520,2289339
0.584,49250,84800,699889
1.256,86182,1501920,1949929
1.784,88415,1012800,2060276
4.04,77495,1406240,1947663
3.416,90606,1162080,2837924
1.4,97781,949440,1741081
1.112,48172,1007520,920389
3.56,89339,555200,1913570
4.088,92874,12480,2463427
4.952,30707,1413760,783768
1.736,41452,1499040,833956
3.8,47073,995040,1482016
0.728,74660,524960,1440091
2.744,57601,528160,1142016
1.352,45134,1180000,936189
3.992,84131,1361760,2163984
0.392,60891,1489280,1056685
4.04,78139,112480,2110148
1.784,97410,919680,2257504
3.56,49740,170880,1629137
4.184,72427,997760,2702813
4.904,69977,494720,2015808
2.168,64706,1066080,1585654
0.968,78818,697760,1284742
4.856,93770,1062080,2460676
2.312,56495,1473120,1453808
2.696,56299,1274560,1517321
4.76,52526,1074080,1483283
4.376,33857,151200,962272
2.312,70306,1261440,1876458
1.784,84768,807840,1562724
0.632,52750,18240,897637
3.08,38134,69760,900600
1.496,86371,1393440,1738046
2.648,37441,1599200,861640
0.296,42810,1208480,722700
3.656,95905,1055840,2742858
4.424,38351,349600,1092350
3.176,61752,47680,1463109
2.792,49397,754560,1304550
4.76,42852,1523360,1290676
1.976,98943,693440,2464877
3.752,69795,676640,2001038
3.464,50783,499200,1077093
1.4,98516,1578880,1756667
0.584,72392,333600,1407154
1.4,47381,644480,863893
1.016,45120,900640,880330
4.52,86070,1329760,2611827
3.032,39723,177440,1050313
2.168,73232,472000,1790728
2.6,65525,1588000,1555714
1.448,82976,822560,1598092
4.664,99615,101440,3010239
0.584,82759,1256960,1510482
1.256,61430,140320,1181622
0.68,42173,214880,883304
2.36,97011,760160,2427849
0.392,45148,711360,959610
0.872,91929,1073920,1803592
0.2,47983,1401120,829953
4.616,45288,495520,1296085
3.56,86028,1528160,2118178
4.184,64468,1134880,1958859
4.856,69648,820960,1784959
1.544,31680,806720,615032
4.424,92797,1068000,2538734
1.352,62662,240160,1244626
4.616,78272,1564800,2094728
0.68,73512,739040,1267298
1.352,97865,749600,2418312
2.504,63537,52960,1408602
3.032,99013,785760,2507987
1.736,34298,1537600,912853
0.632,34361,402880,642475
3.272,52925,1016960,1341627
3.656,58273,1572800,1395314
0.632,34711,1317760,731210
4.52,56173,637920,1509308
3.32,39933,1076160,1029283
2.024,74254,693600,1617306
2.024,37476,728480,735984
1.592,32590,1280320,713403
4.232,83046,917440,2305511
1.112,94743,146080,1738120
1.064,71853,1529120,1549202
2.024,79266,1458560,1697219
1.64,76067,1471200,1428034
1.976,77663,277120,1806458
0.44,77866,683200,1249188
3.464,84649,557920,2253531
2.216,50811,855200,1106234
3.32,78825,823360,1708131
4.136,52015,1065760,1644143
4.904,35495,873920,834886
3.224,72616,1137760,2261359
1.16,70642,1144000,1231209
0.536,33220,1264640,595431
3.896,36097,1215840,1212544
1.448,32597,883200,620440
0.968,50818,1433920,1020805
2.408,73190,752160,1796904
3.128,30658,1364800,797067
2.792,77691,1225760,2332266
2.456,73631,299680,1473848
1.448,36972,1405440,891806
4.232,98537,703360,2669629
3.752,71251,321280,1769583
2.696,85839,1135840,2463755
3.656,95086,466240,2802771
3.848,80456,568000,1912292
4.184,72126,560960,2137208
1.736,85776,1305440,1729672
2.36,33654,1198880,938499
1.64,38953,1075680,764155
1.64,63775,329280,1459845
3.896,57370,1360160,1456168
0.872,83676,1582880,1543243
3.704,99398,902720,2794902
1.208,62095,1458720,1330513
4.52,33668,1426400,904744
1.496,77040,541920,1287149
2.408,100000,555520,2128324
2.12,77824,778880,1975735
4.76,63719,1416320,1759802
3.176,96087,726720,2065501
4.424,49089,1009920,1148269
1.16,35873,271360,672145
2.12,97732,1372960,2164680
4.136,96010,60000,3054856
1.496,93483,932640,1789084
3.464,33668,162560,992451
0.344,81331,422880,1408319
1.208,56523,155520,1166358
2.504,69599,1385600,1673474
1.592,97046,107680,2129622
4.76,91831,434240,2998487
4.088,41690,201440,1332142
1.208,44952,1338080,942007
1.976,90382,744320,1857622
3.176,78237,704640,1829698
1.4,91698,1255040,2164077
1.976,72161,1480000,1479731
0.872,55018,1207040,1107943
2.648,91355,552960,2092980
4.808,63579,920800,2323375
3.272,69151,969440,2088579
1.4,75710,1053760,1747687
0.632,73379,60320,1164044
3.272,78202,789920,1975749
1.352,67681,506240,1411135
3.416,80806,1305600,1966664
2.36,48095,937120,1036760
2.408,87078,1128960,2069026
2.696,90935,871680,1964487
1.592,78965,666880,2075925
3.224,55039,55520,1194800
3.848,54906,1423680,1261308
3.032,60842,1057120,1689851
3.416,90088,1143360,2394096
1.736,66673,393120,1576110
2.072,30497,1448960,768068
3.464,67037,580160,1691849
4.136,69830,260000,2161262
0.44,51322,1075840,830585
3.896,41522,365920,1066467
2.504,51700,412160,1299206
2.6,92146,3680,2371755
4.088,85118,1525600,2532123
1.832,63831,43520,1139009
0.344,61367,304160,837135
0.488,40906,175680,621065
3.944,75059,1340960,2137761
1.64,86994,1089440,1977795
3.224,94169,644640,2626331
4.904,63810,1589600,1696817
3.992,55886,628000,1419992
0.68,64237,1096320,1170941
2.36,51665,1581760,1280419
2.744,36629,759200,937756
2.168,31036,1292480,718526
1.208,75367,160480,1379105
4.856,66036,788320,2016568
2.744,52211,1028800,1228822
3.848,36993,1080800,1227271
0.824,54584,1005920,1050164
4.52,89633,558080,2311255
3.608,72427,4960,2034096
2.072,77677,158400,1698019
4.088,91033,414400,2279293
1.88,39765,731680,872556
2.696,95184,899040,2247424
0.392,75059,1500800,1251012
3.704,39324,1006720,1234789
1.496,38680,1071840,756817
1.736,81604,623040,1851001
1.832,84481,309280,2154794
1.4,88534,1316800,1597670
2.552,64139,382720,1415498
2.936,48571,682720,1280883
3.272,90704,358560,2093033
0.296,32135,118560,562084
1.736,56040,1468320,1353546
1.304,61402,294400,1196862
2.36,60233,656320,1497490
4.472,38974,1396320,1075033
5,70271,224160,2390714
3.656,91446,75840,2257860
3.512,43405,836000,1114010
3.416,43664,1435200,1136328
3.512,90536,912160,2642064
1.352,78006,1536160,1775420
3.56,37189,713600,1179400
3.752,80589,638240,2380043
3.464,79007,339840,1972322
3.128,65539,72800,1408750
4.28,70292,1294080,1726235
1.256,40493,394240,857402
1.64,48627,650240,1093976
2.984,92972,393920,2683596
4.808,79560,185920,2069111
1.976,78265,1062080,1792330
3.416,51707,715680,1324472
3.32,52477,1444480,1427143
0.632,49488,1507680,741274
3.8,47171,645600,1112287
2.984,49824,1465760,1083174
4.328,74191,24160,2330768
1.592,81954,730240,1717614
3.56,77873,827840,1984873
1.256,84670,582080,1382223
2.648,34102,749600,684667
0.968,81310,1172320,1342491
4.04,94631,577280,2984786
1.448,89955,1270560,1724905
3.32,93595,1263200,2544767
2.36,64160,166240,1455224
0.584,49754,1493920,910273
3.608,66036,1551360,1864816
1.352,34074,883200,706004
3.512,74646,978560,1807346
1.496,53730,395200,1317166
3.944,84635,522080,2068866
2.12,99041,497920,2561127
2.84,62172,591520,1374621
1.112,42411,1220800,732056
0.968,97690,404320,2156385
1.592,31092,1537760,611336
0.248,93112,731680,1423307
0.344,69046,468640,1149112
3.512,83725,124000,1763263
1.208,65091,1597120,1250881
1.16,81835,605600,1625662
4.568,48795,540800,1410750
3.464,30168,1490240,988661
1.064,51763,1177920,844691
4.424,54220,761760,1694298
1.352,74562,851520,1412097
1.688,45785,780480,1005648
3.656,84978,1512000,2283064
3.656,62921,1432160,1690603
2.408,97480,19040,2447825
0.296,84698,16160,1353721
2.888,88303,808800,2478708
3.416,66624,1102080,2194302
4.712,63404,901440,2073207
0.824,60898,1327520,1266057
3.32,43531,90560,1178110
3.176,48711,213760,1125362
3.176,96885,1159680,2267456
2.456,97767,1422080,2621102
3.416,73435,802400,1762349
2.36,54080,655200,1290236
1.4,86273,1113120,1622110
2.6,31225,695040,947906
3.992,54269,772160,1603349
0.392,66750,1496640,1111106
3.032,65560,393600,1493430
4.328,58280,1389600,1606772
2.024,35796,1407840,887555
2.84,61850,1327360,1307851
3.08,84159,378240,2184582
2.12,43573,529280,1046800
4.568,60331,100000,1691113
2.984,37721,1101440,1046054
2.744,94036,1362720,2263803
2.36,72861,1523040,1540033
2.888,78818,297760,2290440
1.496,72357,848800,1679959
1.976,69683,1323680,1600332
3.944,95513,653120,2377377
0.488,69284,1225120,1135813
0.92,80316,622080,1948031
0.776,64783,1456480,1404698
1.688,32436,583840,671020
2.504,63901,1410240,1624808
2.312,37987,1208160,924273
2.888,76494,141600,2052665
3.896,83032,1058880,1987255
3.896,46205,521600,1481617
2.744,45204,945440,1158727
0.488,49404,156160,969456
2.504,41130,160320,938563
2.072,70523,516000,1391694
4.616,44819,1390880,1350443
5,61388,913760,1737844
1.256,93609,294560,1797746
4.28,62242,912160,1891542
2.072,63782,567360,1511856
1.976,34319,965760,732543
4.952,83501,1441920,2537756
2.888,89045,635840,1790981
1.928,94603,998720,2150500
1.688,32296,931200,561763
4.664,55522,592800,1714747
3.896,60247,1496160,1340925
4.616,32324,1028320,936978
3.368,96654,384000,2215225
0.296,97291,1183200,1340423
3.08,66428,14880,1677689
3.224,47528,1366240,1245820
1.544,53800,1298560,1052683
4.376,68675,253280,1762996
2.024,71510,427840,1678371
0.344,46821,799520,804991
1.64,40535,960,911893
3.128,99594,866560,2718961
3.752,52918,1520320,1373296
0.392,42530,187360,604595
0.536,52393,486560,987664
2.888,78027,1352480,1997086
4.424,30140,750720,748016
4.664,42390,438400,1275096
2.792,47752,746400,1071278
3.896,76823,377760,2115360
2.312,88009,1477920,1878361
4.808,88653,1500480,2535479
3.848,67940,29920,1808762
0.248,89311,320160,1331267
4.952,90480,199680,2830547
3.848,62382,972320,1543659
4.664,63733,1498080,1723558
2.312,63656,1050400,1325322
4.52,82640,1283040,2376493
2.984,54122,464480,1129560
0.296,38806,531680,595191
1.16,62515,257760,1311260
3.416,47325,726400,1290846
3.512,94946,805120,2300691
1.448,80904,1287840,1834023
2.024,50370,209600,1043971
0.536,72441,218720,1257458
4.616,54087,782560,1606369
4.664,33017,1379360,1129051
4.184,67156,341600,2129039
2.408,92510,40800,2227610
1.064,95583,1104320,2137566
1.64,95884,479200,2217670
2.696,78216,55040,1600286
3.224,68080,641600,2000397
4.088,90102,164320,2144928
1.016,42082,53440,703866
0.728,58000,732320,1140768
0.2,84131,1355680,1481844
3.704,97984,1360000,2720969
0.248,70873,225440,1175995
3.56,43321,1490560,950252
1.544,30469,186080,629154
4.76,97522,202880,3055515
1.16,65490,203040,1315918
4.76,41977,316480,1137492
0.296,44721,1078880,738290
2.216,96976,779200,2431387
3.416,75101,1219200,2462104
1.832,99202,1294240,2157103
1.88,83704,31520,1887055
4.616,95555,27680,2522724
0.728,79833,988960,1295772
4.712,67016,1518240,1770650
0.344,43468,1089760,785199
4.616,45330,84960,1186120
0.968,44280,331360,953677
4.28,37805,240160,973549
0.728,33703,1354080,611799
4.76,88366,815840,2804048
2.072,49915,704480,1183845
1.784,40549,430560,861078
0.968,30266,952960,606575
0.632,78496,848320,1508177
3.656,92972,813600,2971065
1.448,40360,1200800,822352
2.168,44077,1352640,950191
2.408,74177,575680,1756120
3.176,59848,681760,1488858
4.472,98166,979680,2753297
2.888,35152,1333600,820121
4.232,97354,551360,2876738
1.736,30735,1244640,770758
1.88,46457,362880,1011103
3.992,62725,1243840,1640027
3.032,55424,512640,1356316
1.16,58189,1128640,1196441
0.248,91299,1034880,1387522
2.264,50888,1147840,1460757
0.44,91264,769600,1427966
3.896,47073,1083840,1100473
3.032,40577,469440,1006835
4.232,68731,242240,2228325
0.776,96227,796320,1560177
1.496,98817,546720,2006991
2.456,84488,301120,1851623
3.896,32156,1253920,1067244
1.112,48963,674880,914651
2.36,89248,1516480,1843005
3.176,55816,902240,1583682
1.256,67611,692800,1419344
4.04,82885,609120,1824455
3.512,49985,311680,1208319
3.608,89689,1295520,2132697
4.664,83438,320000,2049366
2.264,55046,780320,1105076
3.08,67177,443040,2081818
1.496,90564,938240,1843075
2.552,55872,147200,1173687
0.392,73862,313760,1459302
1.832,79469,1011360,1797433
4.232,72679,104160,1830384
0.2,33101,1559680,518855
4.472,99048,616640,2767668
4.904,92265,573600,2657999
4.184,45939,819840,1224932
0.632,85461,1492160,1304471
3.272,37301,215200,1058014
2.984,63390,759360,1647066
3.032,75206,1018400,1838875
2.552,43384,1205120,1052905
1.784,91964,1500960,1744549
4.904,38519,535520,1150064
2.024,88961,20160,1692048
2.456,96234,388000,2696671
4.568,58924,1143840,1674079
1.448,68521,937440,1028721
3.464,38365,380480,1018979
4.616,41249,1529280,1050750
0.488,56005,1316000,916550
3.512,96717,583360,2217355
2.024,33192,791360,914672
2.888,77915,919840,2220384
3.224,54108,548800,1511527
4.616,95093,1507520,2275931
4.616,52848,1213600,1735826
2.504,66687,359360,1443404
4.328,84824,69280,2376934
2.648,66967,503840,1478562
4.712,97368,622880,2810299
4.28,60408,426240,1501773
2.84,87428,677440,2471201
0.68,90165,120640,1651112
3.8,57804,1287200,1670904
2.072,81527,1555200,1906822
2.888,82486,725600,1549564
0.44,86672,990560,1538987
4.376,40297,769280,1197863
4.616,95562,1163040,2046309
4.424,48648,1229760,1444598
1.832,81044,527200,1872873
4.76,88667,81760,2748406
4.712,77383,980000,2413530
0.68,90746,327360,1941098
1.832,85685,831680,1796066
3.896,54941,1351040,1619884
4.376,73946,580640,1592149
0.584,86126,1559360,1603785
4.04,97879,758240,2499590
4.52,87841,129600,2427100
1.928,68864,1000320,1621863
4.376,88443,946560,2938197
3.704,51868,1541120,1140497
4.904,86196,1060000,2523366
0.632,41984,112000,717797
4.904,86315,878400,2736191
0.776,94890,882400,1579893
2.456,81093,485440,2054417
1.352,36370,653920,834550
0.728,66799,1513600,1226868
0.44,84516,345600,1364162
4.712,87176,974880,2401245
3.512,61108,450080,1668275
0.392,95254,326880,1675880
4.328,87876,699680,2870859
0.968,83025,688960,1779600
2.12,59456,946560,1257934
1.976,86329,194240,2282140
0.488,45029,572800,749002
3.992,43853,589600,1271244
3.272,80666,1470080,2326888
1.448,72077,960800,1393902
0.44,82038,1598720,1392223
3.32,55529,258880,1504158
1.064,83935,363360,1804178
1.256,39842,1093120,846087
4.232,54990,147680,1440830
0.632,67919,984000,1069219
0.776,76718,295520,1231369
2.168,62025,883680,1253795
4.328,99300,977120,2900101
2.504,74471,815040,2076631
4.664,91544,481120,2653856
1.256,31876,373920,624587
4.328,48809,1404160,1279682
3.8,90053,719040,2272111
2.744,51168,977600,1060157
2.216,49775,475840,1056716
3.032,65287,1432320,1084638
3.56,55620,711360,1597209
0.488,68171,1423520,1361742
0.968,53856,660160,1203843
4.088,84096,1001600,2246548
2.84,33780,59840,665328
2.792,50209,1496320,1340123
4.424,89969,668640,2984551
2.84,83158,1310400,1998071
0.776,73330,710400,1169538
5,97046,426080,2797745
1.16,68129,378560,1323557
2.456,31302,963360,681020
3.512,42593,452320,1156479
1.16,72686,733120,1572908
3.56,50748,572000,1086070
1.688,59050,127360,1445479
2.984,37406,1322400,972870
4.136,75339,222880,1870506
3.032,63901,888000,1845257
1.928,51560,660800,1072943
2.744,78237,421600,1405126
2.12,65413,1556160,1345754
3.032,76655,728320,1978138
1.256,85139,689760,1651032
2.12,86987,536640,1800135
5,88254,116960,3069468
1.4,77894,218400,1657850
0.776,63404,1122400,1214357
3.32,46331,385600,1011497
4.952,36048,732800,1095932
4.28,88877,665600,2750124
2.84,68059,762400,1543090
2.312,77698,853120,1848709
4.328,70103,921760,1870165
4.904,50062,1530560,1471240
4.808,93833,394240,2574917
3.992,80960,940480,2246581
2.408,95982,1099520,2389624
1.304,83116,1115360,1537726
0.872,54255,1185280,796968
2.024,57993,1433760,1451125
0.488,90396,1296800,1497108
2.168,57230,80480,1139516
1.928,98838,517280,2356541
0.536,45680,672000,924197
3.896,76109,1538880,1763305
2.84,44980,1542400,1049036
3.944,49341,1434400,1167609
0.536,95541,1527840,1569472
3.8,79070,426560,2338129
2.216,95646,90240,2154119
4.04,97172,942720,2191268
3.32,46366,127840,1262433
2.408,90900,269280,2471690
4.424,65322,52800,2092244
3.08,85356,307360,2509077
3.272,33647,333920,1058629
0.92,63131,787520,1212431
3.704,75087,273280,2029235
2.168,56215,811680,1234611
3.368,48312,186080,1326831
3.32,40843,476960,951730
2.12,34004,160480,579951
2.552,84593,659520,2204988
2.84,50419,260960,1346468
3.032,82115,851040,2166149
0.776,79826,1121120,1347119
1.592,59540,674560,1223460
1.448,71265,537920,1729108
3.08,46639,973440,1197759
0.536,67975,1473760,1059834
1.88,74219,236000,1897998
4.808,82262,620320,2435652
1.736,62466,742240,1181807
0.872,50643,636000,893124
1.064,53737,313280,987531
3.128,38071,166560,1121251
2.12,75262,225920,2055126
1.976,77446,72480,1756297
2.696,32275,1388800,863095
1.496,59057,821600,1339839
3.368,92545,402880,2497389
3.704,73197,572800,2026990
2.312,78720,1294400,1571620
4.76,73575,575040,2130729
3.032,31603,404800,835415
2.6,46975,1004800,1280550
3.272,88730,1262240,2591275
3.416,99377,999040,2609332
4.952,80085,570560,2380783
4.136,50587,822880,1498989
3.56,33402,293920,913096
3.224,70866,371200,1976318
2.6,89080,1003840,2131255
1.064,94960,239360,1927952
0.968,70530,1286560,1440388
4.904,94792,713920,2872622
0.968,95065,1225120,1548471
0.728,52050,788800,958754
0.872,57454,7040,980664
4.04,98012,417760,2654412
0.296,67590,641600,1023963
3.848,62109,1232800,1335384
1.64,94267,623840,1924404
2.744,71237,831040,1726883
2.216,59827,970880,1388172
1.16,80862,738080,1758172
2.648,73204,622240,1699291
4.088,58959,1316000,1792522
0.296,73470,968480,1071168
4.568,53926,336640,1418423
1.256,83130,585920,1582422
2.024,77579,1280000,2044866
2.216,46835,1575040,994827
0.824,62172,1418720,1023180
2.936,61927,487520,1666294
3.608,67121,856960,1505096
1.208,39674,614080,760786
3.752,49250,1440160,1178133
4.76,62235,475200,1709989
0.68,50440,701120,877795
3.56,46086,589280,1344433
0.68,58693,1400640,1132317
4.808,32646,1073440,953033
5,46576,1548160,1673560
2.792,97683,1068320,2346858
4.616,37609,224480,1191564
0.968,56558,1235840,1195342
2.888,69809,199680,1540665
0.92,94155,848160,1518370
2.024,31302,168800,680132
2.024,50433,1422880,1093320
4.136,33934,518880,1102647
1.352,57209,1144480,894052
3.08,48396,688640,1179444
3.416,54059,816800,1340760
2.84,53317,535680,1316962
2.264,53527,769120,1085468
3.032,35992,663200,978933
2.12,86420,836160,1902113
3.32,85055,1327200,1722780
2.264,35558,330080,715181
2.552,75451,644960,1775906
2.792,74226,856640,1791532
2.504,60499,625600,1591697
3.656,76018,863360,2212070
2.024,93637,290560,2361944
1.88,86182,1301440,2004721
3.224,70838,575520,1742441
0.344,52680,1208320,917638
1.832,32653,1572160,868355
2.504,92699,856800,2546214
4.76,38939,362400,1069203
2.6,77467,1469920,1884063
4.808,61290,449760,1661985
4.568,80134,575520,2984082
2.504,59148,506240,1125552
4.568,75871,545440,2240565
0.248,30630,1232160,512300
2.552,79644,377920,1604420
1.688,35068,87040,702776
0.728,92433,1311680,1879222
3.848,67982,1462880,1955727
0.776,87225,552800,1784746
3.896,52043,1055840,1628528
1.064,96080,423040,1909777
4.376,69284,467680,2087763
2.984,59036,1357920,1460301
0.296,69431,1460800,1115076
2.648,99888,819680,2770326
0.824,90998,248800,1620866
3.896,72413,1084480,1882705
2.024,31526,1379840,690744
1.304,97508,336640,1650470
3.464,97655,1034720,3119021
3.368,94680,1273600,1962331
3.944,52260,110560,1686457
3.176,73393,1356480,1833311
2.168,46835,882080,1066598
2.744,79035,637280,1873609
2.984,90074,502240,1960327
1.4,66176,1575680,1481451
2.408,74828,92160,1714071
2.792,78370,1035680,2279885
1.544,58546,273280,1162654
2.504,76550,1392800,2053415
1.112,51532,700000,996355
4.136,73435,332320,1825675
4.52,97907,911520,3197622
4.232,58168,1452960,1679940
4.376,54913,1423040,1506159
2.6,88583,659200,1752376
1.064,73855,972480,1385587
1.352,65840,499200,1198256
3.56,31015,770400,789405
2.504,61773,456800,1432479
3.944,41389,634400,1079694
2.792,31582,333440,803763
1.88,48018,265120,1085694
2.792,89108,492800,2660163
1.208,61787,763520,1183948
3.608,32135,778560,733900
3.848,95037,331520,2874360
1.544,62578,355360,1361062
0.584,62375,233120,955215
4.184,98880,1060320,2279096
3.464,44658,641120,1267434
3.992,78440,750400,2613911
1.928,59260,1592000,1139720
2.936,53065,219200,1380828
2.888,62606,687200,1568183
1.4,59834,789440,1295447
3.608,83984,1137440,1879432
0.728,60723,1228480,1201572
4.136,48865,1360640,1290053
2.12,64440,338720,1430942
3.032,91628,1142240,3069043
3.176,50286,1306400,1323445
3.032,32506,258240,766056
3.08,39079,1230560,959603
2.648,35761,163840,909369
4.712,40381,288640,1254213
1.064,30546,302240,640658
4.088,95723,477600,2919914
2.072,64006,1478720,1583105
3.992,70607,329280,1726821
2.84,50706,647360,1267373
4.136,94190,502400,3351228
4.424,63803,722400,1844560
4.808,50272,47840,1429282
2.936,78083,1282560,1826426
2.456,80106,1490560,1566156
3.656,98929,501920,2440635
2.84,86238,204640,2218212
1.64,91516,854080,1826328
1.544,82913,147520,1724766
0.824,36104,478240,725199
1.736,77222,603200,1430981
2.6,43160,129440,985256
0.632,85251,68480,1104768
3.272,78650,1238240,1876393
1.16,89360,753440,1807319
2.312,62522,414080,1266971
4.472,91264,265120,2625788
3.032,62515,862880,1613764
2.36,33297,523680,727010
4.568,75045,1119360,2266431
0.296,89759,1190880,1671129
3.656,52610,977600,1498705
1.64,43783,1113760,991398
0.824,91838,612640,1806824
4.856,84810,684960,2846794
1.544,92692,868160,1794123
1.064,42579,833280,811308
0.92,40577,171360,802135
4.712,86259,294240,2035710
0.632,32065,1163520,570019
1.304,77355,420320,1414825
4.28,56719,196960,1618240
1.64,75234,514720,1676662
0.728,44826,145760,765798
1.832,58035,341440,1139327
0.392,42705,909280,684667
0.968,58945,774400,1124999
1.976,56082,271680,1093749
2.744,89255,1310880,1863384
1.688,31267,1528160,656399
0.824,72637,1490240,1228683
1.928,47199,880480,960773
1.112,87253,1305280,1587723
3.128,82367,102880,2486446
3.128,53555,70560,1404524
1.832,38015,544000,882246
2.792,87806,262080,2123790
1.832,53590,724800,1018441
1.208,63222,696160,1076867
0.248,41200,1283520,721804
3.944,50174,996480,1437890
4.712,42663,451200,1137676
3.512,79420,1557760,2130441
4.52,57230,680480,1897399
0.968,72868,758400,1520610
4.664,49922,1234080,1414107
2.264,61612,936000,1272556
4.136,93210,938560,2855070
2.456,51805,222560,1312323
3.032,31113,1094880,798392
1.88,43188,1311040,778497
0.2,34970,410240,550111
2.792,43734,834720,1119281
1.16,38652,754240,765871
4.52,66561,360960,2188223
2.84,96010,895200,2928308
